math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid,composite_score,resource_index,schltype_enc,schllocation_enc,gender_enc,immig_enc,homelang_enc,schlregion_enc,cluster
411.29709,379.18369,366.69809,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.2818,0.0321,0.1884,0.2793,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82600239,385.72629000000006,6,1,2,0,1,0,1,1
409.8237,347.26682,384.03131,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,-1.0757,0.638,1.4083,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82605751,380.37394333333333,4,1,2,0,1,0,1,1
522.95209,592.00018,581.12628,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.8341,-0.8323,0.2005,0.0905,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82610893,565.3595166666667,5,1,2,0,1,0,1,1
433.49921,449.10681,423.73019,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,0.7398,0.8021,0.9939,1.4083,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82602381,435.44540333333333,6,1,2,0,1,0,1,2
459.59021,465.9071,481.47269,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 5B,ISCED 5B,14,-0.2107,1.1563,0.5376,0.8479,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82607711,468.99,6,1,2,0,1,0,1,2
457.3913,466.45721,426.4136,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-1.2278,-1.0509,0.8053,0.6932,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82607855,450.08737,5,1,2,0,1,0,1,1
524.78198,539.79071,581.46021,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,0.2834,-1.1023,-0.4036,-0.0411,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82607326,548.6776333333333,5,1,2,0,1,0,1,1
522.56372,497.83569,535.42542,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-0.7039,1.1563,0.7015,0.0139,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82607045,518.6082766666667,6,1,2,1,1,0,1,2
450.10831,442.7406,446.50211,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-0.4343,0.0321,0.0671,0.2793,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82603177,446.45034000000004,6,1,2,1,1,0,1,1
403.1879,371.978,380.43051,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-1.6287,-0.5343,0.3716,1.4083,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82602350,385.1988033333334,5,1,2,1,1,0,1,1
564.69421,537.80103,584.28711,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.6287,1.1563,0.5474,0.4241,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82605096,562.2607833333333,6,1,2,1,1,0,1,2
517.58087,535.60162,514.5199,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,0.0659,-0.0844,-0.4459,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82606793,522.5674633333334,5,1,2,1,1,0,1,1
489.3082,510.32739,515.21259,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-0.4343,1.1563,-0.5751,-0.8588,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82602521,504.9493933333333,6,1,2,1,1,0,1,1
342.9631,357.08209,372.82251,Male,Native,Language of test,Yes,Yes,Yes,No,Yes,Yes,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.1523,-1.4432,-0.8097,-1.4212,United Kingdom: Northern Ireland,A small town (3 000 to about 15 000 people),Public,16.0968,499,18,82600174,82612553,357.62256666666667,5,1,2,1,1,0,1,1
509.96909,468.0293,519.06317,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,0.0321,0.5562,1.1167,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82608462,499.02052000000003,6,1,3,0,1,0,3,2
451.1019,440.8602,445.69321,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,0.0636,-0.7541,-0.8169,-0.5776,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82606688,445.88510333333335,5,1,3,0,1,0,3,1
546.87921,549.84113,561.56268,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.2236,0.0321,0.8401,0.3133,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82613203,552.7610066666666,6,1,3,0,1,0,3,2
423.35321,467.25531,409.22351,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-0.831,-1.2004,-0.7837,-0.5305,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82603994,433.27734333333336,5,1,3,0,1,0,3,1
571.78699,586.73578,567.5022,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.4343,1.1563,0.9299,2.618,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82604099,575.3416566666666,6,1,3,0,1,0,3,2
497.6416,564.61267,492.03851,Female,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.5041,1.1563,-0.4936,-0.5776,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82612916,518.0975933333333,6,1,3,0,0,0,3,2
411.56659,423.8222,413.28131,Female,Native,Language of test,No,Yes,No,No,Yes,No,11-25 books,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-0.8341,-4.3706,0.8053,0.6932,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82610005,416.22336666666666,2,1,3,0,1,0,3,1
424.13699,469.21021,458.60571,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.6287,-0.5199,0.6762,0.2793,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82604491,450.65097,6,1,3,1,1,0,3,1
507.4213,530.43152,547.36572,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.1892,1.1563,-0.116,-0.1135,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82611161,528.4061800000001,6,1,3,1,1,0,3,2
363.27631,353.6095,360.548,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-0.0971,0.1927,1.2473,2.618,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82610141,359.14460333333335,5,1,3,1,1,0,3,2
483.26501,496.5293,501.72049,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 3A, ISCED 4",12,-0.831,0.0321,0.0787,0.1321,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82605513,493.83826666666664,6,1,3,1,1,0,3,1
568.80389,566.88812,583.73877,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,1.1563,-0.8285,-0.4459,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82611003,573.1435933333333,6,1,3,1,1,0,3,1
434.12579,440.4115,432.98279,Male,Native,Language of test,Yes,Yes,Yes,No,Yes,No,26-100 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-0.7273,-1.7275,-0.4501,-1.0701,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82606712,435.8400266666667,4,1,3,1,1,0,3,1
512.86151,442.20911,510.0192,Male,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.5041,-0.1108,1.432,0.9104,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82602511,488.3632733333333,5,1,3,1,1,0,3,2
414.62149,407.4245,379.6076,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,No,0-10 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-0.7039,-1.2457,0.0592,0.4241,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.4366,1238,23,82600175,82602681,400.5511966666667,4,1,3,1,1,0,3,1
561.08661,612.1189,608.21991,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,0.4793,1.1563,0.2812,0.597,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82601257,593.8084733333334,6,1,3,0,1,0,0,2
567.30298,506.7392,566.29828,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,-1.7275,-1.1607,-1.5406,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82610225,546.7801533333333,4,1,3,0,1,0,0,1
363.42099,388.0256,374.2002,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.7273,1.1563,-0.1828,-0.5776,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82603110,375.21559666666667,6,1,3,0,1,0,0,2
431.16489,459.55759,439.34109,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-0.5041,-0.5343,0.4154,0.7936,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82604190,443.35452333333336,5,1,3,0,1,0,0,1
389.09131,495.50531,396.26819,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.356,0.0321,2.6898,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82608176,426.9549366666667,6,1,3,0,1,0,0,2
489.853,514.38647,534.79028,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.6287,-0.7218,-0.3568,0.0614,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82602580,513.0099166666668,6,1,3,0,1,0,0,1
566.54327,635.56812,582.37457,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.9969,0.0321,0.8322,0.597,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82611699,594.8286533333334,6,1,3,0,1,0,0,2
470.01559,424.38062,471.95181,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 2,ISCED 5B,14,-1.6287,1.1563,-0.4936,-0.5776,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82606899,455.44933999999995,6,1,3,0,1,0,0,1
459.60101,367.44931,387.97629,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 2,ISCED 2,10,-0.522,1.1563,1.3049,1.4083,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82602191,405.00887000000006,6,1,3,1,1,0,0,2
295.228,305.03201,328.93851,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.1661,-1.4595,0.5713,-0.0571,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82605706,309.73283999999995,5,1,3,1,1,0,0,1
471.93979,476.4707,488.8912,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-0.522,1.1563,0.8043,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82608768,479.10056333333335,6,1,3,1,1,0,0,2
114.4724,240.9261,225.0285,Male,Native,Language of test,Yes,Yes,Yes,Yes,No,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,0.2834,1.1563,-0.6416,-1.2469,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82607284,193.47566666666668,5,1,3,1,1,0,0,1
504.64169,542.82758,572.99158,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-0.0514,-0.6134,-1.1449,-0.8588,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82613003,540.1536166666666,5,1,3,1,1,0,0,1
550.6452,437.68161,501.8028,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.4343,0.0321,0.9417,1.4083,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82601341,496.70986999999997,6,1,3,1,0,0,0,2
546.07471,526.21008,547.90112,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,2.1655,1.1563,1.4481,3.4968,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82608299,540.06197,6,1,3,1,1,0,0,2
412.82559,373.93741,373.94849,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.356,-1.0509,0.6165,0.351,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82600642,386.90382999999997,5,1,3,1,1,0,0,1
393.871,394.7377,409.62009,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 2,ISCED 5B,14,-0.3604,-0.5199,1.2965,0.7936,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82610903,399.4095966666667,6,1,3,1,1,0,0,2
370.1264,395.5705,378.6712,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-0.4343,1.1563,-0.6141,-1.1386,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.2161,1514,28,82600177,82603056,381.4560333333333,6,1,3,1,1,0,0,2
644.51379,706.29779,692.388,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,1.0478,1.1563,1.1239,0.8479,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82600286,681.0665266666666,6,1,3,0,1,0,1,2
507.2207,552.68579,560.58063,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,2.1655,1.1563,-0.9736,-1.3189,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82603227,540.1623733333334,6,1,3,0,1,0,1,2
632.19739,649.16022,662.05518,Female,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,1.9839,1.0751,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82603053,647.8042633333333,6,1,3,0,0,0,1,2
538.70343,566.97211,535.27582,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,1.2535,0.7936,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82604015,546.9837866666667,6,1,3,0,1,0,1,2
563.88263,549.92151,542.26257,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,0.0424,0.1321,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82608315,552.0222366666667,5,1,3,0,1,0,1,2
458.44629,419.59399,418.186,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.1919,0.0321,1.0606,1.9538,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82611122,432.0754266666666,6,1,3,0,1,0,1,2
518.76233,499.78589,489.20041,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,0.3941,0.0321,-0.5791,-0.8588,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82607673,502.58287666666666,6,1,3,0,1,0,1,1
648.01489,651.82739,671.97632,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-0.2107,1.1563,1.7444,1.4662,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82608444,657.2728666666667,6,1,3,0,1,0,1,2
612.81061,624.43347,613.67609,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,0.3696,0.4241,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82604564,616.97339,6,1,3,0,1,0,1,2
608.19452,633.8847,636.41681,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,0.3744,1.1563,-1.2901,-1.1173,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82613166,626.1653433333335,6,1,3,0,1,0,1,1
566.48993,585.40588,565.62292,Female,Native,Language of test,No,No,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,ISCED 2,ISCED 2,10,-0.831,-0.1639,0.4756,0.8479,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82605716,572.5062433333334,4,1,3,0,1,0,1,1
529.38269,555.24103,578.1062,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.5975,0.0321,0.2812,0.597,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82606939,554.2433066666666,6,1,3,0,1,0,1,2
523.59723,537.01489,520.21991,Female,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-0.5041,0.0321,2.0266,0.8479,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82605980,526.94401,6,1,3,0,2,0,1,2
519.53552,525.93457,504.5148,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,0.1157,0.0321,1.1164,0.4461,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82601740,516.66163,6,1,3,0,1,0,1,2
490.15921,535.8949,525.3501,Female,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,0.2293,0.0321,0.5474,0.4241,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82607446,517.1347366666668,6,1,3,0,0,0,1,2
545.0636,494.3316,513.46478,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,2.1655,1.1563,4.1009,3.4968,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82608883,517.6199933333334,6,1,3,0,1,0,1,2
482.2514,506.9343,463.1106,Female,Native,Language of test,Yes,No,Yes,Yes,No,Yes,101-200 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,0.4793,0.0321,0.883,0.4698,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82609297,484.0987666666667,4,1,3,0,1,0,1,1
570.38458,580.13782,549.62799,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,2.1655,1.1563,1.7062,0.7936,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82608838,566.7167966666667,6,1,3,0,1,0,1,2
592.0083,564.09808,568.9444,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.356,0.0321,0.6703,0.0139,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82611439,575.0169266666667,6,1,3,0,1,0,1,2
540.51727,591.88977,582.69128,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.1201,0.0321,1.8644,2.618,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82601807,571.69944,5,1,3,0,1,0,1,2
505.00269,580.7608,575.00989,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,0.0045,1.1563,0.7976,0.1321,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82609141,553.5911266666667,6,1,3,0,1,0,1,2
534.03363,546.2511,550.37677,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,0.0321,1.7418,0.6155,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82609985,543.5538333333333,6,1,3,0,1,0,1,2
586.82861,560.78833,584.6662,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.831,0.0321,1.1164,0.4461,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82603838,577.4277133333334,6,1,3,0,1,0,1,2
557.58893,580.58331,549.47302,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.7039,0.0321,1.3153,0.2793,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82610081,562.54842,6,1,3,0,1,0,1,2
601.9306,605.33588,605.15662,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,2.1655,1.1563,1.9296,1.9538,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,16.8713,852,28,82600178,82605029,604.1410333333333,6,1,3,0,1,0,1,2
386.45499,389.35818,464.79199,Female,Native,Language of test,No,Yes,No,No,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-2.412,-1.0656,-1.9305,United Kingdom: England,A town (15 000 to about 100 000 people),Public,19.5323,1211,23,82600179,82612449,413.53505333333334,3,1,3,0,1,0,0,1
618.10309,609.19739,703.05011,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,0.7777,0.0321,0.9744,0.6419,United Kingdom: England,A town (15 000 to about 100 000 people),Public,19.5323,1211,23,82600179,82612923,643.4501966666667,6,1,3,0,1,0,0,2
361.6882,393.32269,371.2041,Female,Native,Language of test,No,No,No,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.2278,-1.8029,0.746,1.6987,United Kingdom: England,A town (15 000 to about 100 000 people),Public,19.5323,1211,23,82600179,82608712,375.40499666666665,3,1,3,0,1,0,0,1
