math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
637.05487,632.05377,655.1806,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.0045,1.1563,2.3178,2.618,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82607153
346.87659,352.95081,375.82629,Male,First-Generation,Language of test,No,Yes,No,No,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.522,-3.0588,-.6261,-.7882,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82602021
468.7728,486.38641,440.49689,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.2107,1.1563,1.6608,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82608032
534.573,502.31161,543.16461,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.356,.0321,1.2616,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82609461
484.59561,485.42139,445.57431,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-.9611,.0626,.0139,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82605946
436.2637,389.90701,436.80081,Male,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.8341,1.1563,1.2676,1.1527,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82604706
412.04929,452.9823,449.216,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.2278,-1.2004,.2127,-.2788,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82603175
506.15851,493.28079,496.69009,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9969,1.1563,1.28,.6155,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82609277
540.185,531.08002,559.25049,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2818,1.1563,.7786999999999999,1.9538,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82606861
541.7074,559.84271,566.66388,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,2.1655,1.1563,1.9296,1.9538,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,25.1471,855,28,82600046,82610660
479.98669,491.11411,455.03561,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.0652,1.1563,1.4643,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82603019
631.2403,656.70947,736.56488,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.4365,1.1563,.4071,.825,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82601328
429.8212,485.68671,500.1615,Female,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,.6062,.1321,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82607604
507.453,567.84363,577.47919,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,.541,.4241,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82602656
529.25873,556.86688,519.63483,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.2818,1.1563,-.3404,.1497,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82609815
528.1084,539.96082,568.53491,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,.1919,1.1563,1.4643,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82600599
502.10529,561.4375,595.07928,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.3744,-.7218,.2056,-.2903,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82606653
599.35022,663.38312,644.89789,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2107,-.7218,2.6554,2.3257,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82608929
632.54742,645.80511,715.724,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,.0321,-.212,.825,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82609081
461.47849,497.6001,558.4325,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.7039,.0321,.7831,.6155,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82601382
438.19031,408.345,468.12701,Female,Second-Generation,Language of test,No,Yes,No,Yes,Yes,No,0-10 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-1.6287,-1.6647,.8195,.4461,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82600797
553.91083,590.59583,609.3786,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,.0321,.3967,.4241,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82602864
438.4169,478.2254,524.86969,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.8341,.0321,1.1936,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82600640
510.94849,570.14539,544.80353,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,1.0478,.0321,.209,.0139,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82608825
612.98889,626.8894,663.23822,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.522,-.1108,-1.4689,-1.0259,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82606150
593.32458,648.27478,664.99402,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.5041,1.1563,.7991,.597,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82603997
486.2312,551.44519,562.07397,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,.2293,1.1563,-.2483,.1321,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82601810
589.66199,569.02441,634.05359,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7776999999999999,-.1108,1.1936,1.232,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82601637
494.16489,492.48401,488.5148,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.3744,1.1563,2.6554,3.4968,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82609546
488.98721,552.87061,495.2504,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.2293,1.1563,1.3237,.6155,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82600514
542,575.16589,627.38409,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.2107,.0321,.2682,-.1025,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82606530
439.38391,564.60541,507.02991,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,.0768,1.1563,2.6554,3.4968,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82611194
545.99579,502.56131,533.02509,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.1157,1.1563,.3372,.4091,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82609114
450.4924,563.0564,577.97449,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.2293,1.1563,-.0969,.4091,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82604061
397.25,400.86169,398.38339,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,.2737,1.1563,.6932,1.4083,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82612844
474.9873,511.41489,476.47299,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,2.1655,1.1563,1.5137,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82611516
605.61548,593.70117,630.29163,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,.1919,1.1563,1.4551,1.0751,United Kingdom: England,A town (15 000 to about 100 000 people),Public,15.9595,1181,28,82600048,82603156
513.82422,553.37567,534.3584,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.0433,-.7541,-1.3857,-.8588,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82607843
520.42328,502.51501,527.00677,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.7039,-1.4595,1.4947,.3366,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82609757
485.51279,537.25299,466.65671,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.6365,.0321,.0437,1.4662,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82607820
341.63339,347.43161,320.16479,Female,Native,Language of test,No,Yes,No,Yes,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.8341,-1.813,-.6103,-.5305,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82603637
500.94019,456.00391,485.05939,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.356,.0321,1.1936,1.9538,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82607607
362.35001,337.2626,329.54199,Female,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,ISCED 5B,ISCED 2,ISCED 5B,14,-1.6287,-.5343,.5183,.4241,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82607254
466.09021,429.9501,435.76331,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.2278,-1.746,2.6554,2.3257,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82608429
537.22223,570.47888,552.00128,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.4365,.0321,1.1,1.0751,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82603451
427.3009,434.03949,409.58279,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.831,.0321,-.3546,-.5541,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82604974
459.7991,472.29919,434.77261,Female,Native,Language of test,No,Yes,No,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.6173999999999999,-1.3874,.638,1.4083,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82606553
461.6969,526.61218,502.57849,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.831,1.1563,.9500999999999999,.2793,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82604709
577.55212,587.46973,620.24628,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.3331,.0321,.287,.597,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82604000
564.45117,519.65271,548.86951,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.5041,1.1563,1.6522,2.0331,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82606326
472.51151,471.4017,459.38629,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.4343,1.1563,.1884,.2793,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82603964
525.84363,507.35199,543.62738,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.831,.2156,1.7062,.7936,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82609083
474.28171,474.47119,463.86551,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,2.6554,3.4968,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,17.8571,750,28,82600049,82611933
503.87161,505.45981,488.14859,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,-1.4432,.0129,-.6393,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82602318
444.45541,481.6152,463.73209,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-1.0418,.7060999999999999,-.2788,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82608019
544.2309,491.34729,489.2457,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.356,-1.3651,-1.101,-1.4494,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82605173
512.75317,493.19019,538.96283,Female,Native,Language of test,No,Yes,No,Yes,Yes,No,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.8341,-2.1806,.657,.1832,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82600900
420.60831,408.6001,432.08179,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.4365,.0321,1.0988,1.9538,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82608971
544.7002,559.2337,581.46582,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C",ISCED 1,"ISCED 3B, C",11,.2737,1.1563,-.9825,-.5600000000000001,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82602244
298.76331,353.92542,344.43359,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,No,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.2031,-1.3239,-.6085,-.5776,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82600761
460.14539,388.6499,478.82681,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.7272999999999999,-1.2004,-.4269,-.889,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82610181
440.7681,422.79169,402.414,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,ISCED 2,ISCED 2,10,.0433,1.1563,2.3362,2.618,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82607960
381.1568,339.2887,434.39581,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,Yes,0-10 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-1.6287,-1.718,.4227,-.0299,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82609826
499.82349,516.65881,592.82959,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.1201,-1.0418,.1836,-.1667,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82613059
450.35159,415.90381,460.74359,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.6287,-.8323,1.0065,.4512,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82603526
636.40582,495.52679,580.70618,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,No,0-10 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-1.6287,-1.2457,-1.2686,-.6503,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82612654
518.57092,437.3822,494.26099,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-1.6287,-.5199,-.116,-.1135,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82605919
417.20499,361.33441,402.9472,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.2278,-1.0418,.2043,-.2903,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82611973
419.6969,459.86731,473.78629,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.522,-1.0509,-.3753,-.5184,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82602349
530.12762,442.27509,497.15231,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-1.0418,.1311,-.2628,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82602577
451.68381,316.4794,418.36639,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7776999999999999,1.1563,2.2539,2.618,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82602098
413.1153,412.60861,383.56329,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,No,0-10 books,None,None,None,3,-1.2278,-1.6393,-.7107,-1.3744,United Kingdom: England,A town (15 000 to about 100 000 people),Public,10.129,471,23,82600051,82613267
559.20258,561.55878,579.62531,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.5975,1.1563,-.7564,-.3173,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82607478
538.50403,578.43878,582.7951,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,2.1655,-.7218,1.1298,-.0571,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82606400
458.9165,501.38971,490.5105,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,.1157,1.1563,.0273,-.1135,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82605137
410.65781,418.504,410.99249,Female,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,.1576,-.315,-.5776,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82607584
398.229,460.50281,420.9538,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.356,1.1563,1.4643,1.9538,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82607509
481.4158,510.9567,499.31589,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.831,-.6133999999999999,.1832,-.1135,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82607167
462.64801,460.11331,465.81461,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.6173999999999999,.0321,-.2043,-.5776,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82603088
419.16031,471.87939,446.5473,Female,First-Generation,Language of test,Yes,No,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7776999999999999,1.1563,.8168,2.618,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82606778
453.85101,497.47961,468.4454,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,2.1655,1.1563,1.5353,.8479,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82611217
428.95969,468.08609,435.62659,Female,Native,Language of test,Yes,No,No,No,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2107,-1.7837,-1.1634,-1.567,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82603494
491.08359,498.82529,524.59198,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,2.1655,-.1108,-.5286,-1.0501,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82605288
499.76001,528.39038,510.52271,Female,First-Generation,Language of test,Yes,No,No,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.0144,-.6133999999999999,.5961,.597,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82604508
591.07013,626.58032,634.19519,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,1.0478,1.1563,.966,1.9538,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82602041
535.7832,527.85931,532.58862,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.6062,.0321,1.7418,.6155,United Kingdom: Northern Ireland,A town (15 000 to about 100 000 people),Public,15.1067,1133,28,82600054,82608061
459.50549,501.13519,478.5712,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2107,1.1563,1.1778,1.4083,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,18.0882,1230,28,82600056,82611925
499.5621,483.25681,511.4614,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.0475,-.6133999999999999,1.4968,3.4968,United Kingdom: Wales,A town (15 000 to about 100 000 people),Public,18.0882,1230,28,82600056,82603399
